Title,Price,Link,Text
Flame Aura - Cryptid Nation: Kickstarter Edition - MetaZoo,US$8.00 · ‎In stock,https://www.tcgplayer.com/product/241326/metazoo-cryptid-nation-kickstarter-edition-flame-aura,4 listings on TCGplayer for Flame Aura - MetaZoo.
Lava Bear - Cryptid Nation: First Edition - MetaZoo - TCGplayer,US$0.20 · ‎In stock,https://www.tcgplayer.com/product/244883/metazoo-cryptid-nation-first-edition-lava-bear,Product Details. Rarity:Bronze; Number:92; Page Type:Beastie; Tribe:Bear; Spellbook Limit:1; Aura Type:Flame; Total Aura Cost:2; LP:50 ...
Death Beam - Cryptid Nation: Kickstarter Edition Tribal Theme ...,US$60.00,https://www.tcgplayer.com/product/241595/metazoo-cryptid-nation-kickstarter-edition-tribal-theme-decks-death-beam,1 listing on TCGplayer for Death Beam - MetaZoo - Target Beastie is Destroyed. Place the Destroyed Beastie into the Afterlife instead of Limbo or the ...
Silver Bullet - Cryptid Nation: Kickstarter Edition - MetaZoo,US$200.00 · ‎In stock,https://www.tcgplayer.com/product/241291/metazoo-cryptid-nation-kickstarter-edition-silver-bullet,1 listing on TCGplayer for Silver Bullet - MetaZoo - This Artifact can only be contracted if you control a non Dark Aura Beastie. You may Fatigue Silver ...
Green Clawed Monster - Wilderness: First Edition - MetaZoo,US$0.07 · ‎In stock,https://www.tcgplayer.com/product/260800/metazoo-wilderness-first-edition-green-clawed-monster,175 listings on TCGplayer for Green Clawed Monster - MetaZoo.
Cryptid Nation: Second Edition Box Toppers - Snowing,US$9.23 · ‎In stock,https://www.tcgplayer.com/product/260816/metazoo-cryptid-nation-second-edition-box-toppers-snowing&country=US,10 listings on TCGplayer for Snowing - MetaZoo.
Water Gun - Cryptid Nation: First Edition - MetaZoo - TCGplayer,US$0.17 · ‎In stock,https://www.tcgplayer.com/product/244894/metazoo-cryptid-nation-first-edition-water-gun,17 listings on TCGplayer for Water Gun - MetaZoo - Deal 10 Damage to target Beastie or Artifact. If this Page Destroys another Page as a result of this ...
Mountain - Cryptid Nation: Kickstarter Edition - MetaZoo,US$4.00 · ‎In stock,https://www.tcgplayer.com/product/241621/metazoo-cryptid-nation-kickstarter-edition-mountain,9 listings on TCGplayer for Mountain - MetaZoo.
Earth's Core - Cryptid Nation: Second Edition - MetaZoo,US$0.40 · ‎In stock,https://www.tcgplayer.com/product/257844/metazoo-cryptid-nation-second-edition-earths-core,46 listings on TCGplayer for Earth's Core - MetaZoo - You may Fatigue this Page at any time to generate 2 EARTH.
Kickstarter Edition Tribal Theme Decks - The Char Man,US$23.00 · ‎In stock,https://www.tcgplayer.com/product/241401/metazoo-cryptid-nation-kickstarter-edition-tribal-theme-decks-the-char-man,1 listing on TCGplayer for The Char Man - MetaZoo.
Headless Coal Miner - Nightfall: First Edition - MetaZoo,US$6.00 · ‎In stock,https://www.tcgplayer.com/product/252230/metazoo-nightfall-first-edition-headless-coal-miner,Product Details. Rarity:Gold; Number:11/163; Page Type:Beastie; Tribe:Spirit; Spellbook Limit:3; Aura Type:Flame;Colorless; Total Aura Cost:4; LP:50 ...
Scattershot - Cryptid Nation: First Edition - MetaZoo - TCGplayer,US$0.15 · ‎In stock,https://www.tcgplayer.com/product/244942/metazoo-cryptid-nation-first-edition-scattershot,21 listings on TCGplayer for Scattershot - MetaZoo - This Spell may be Contracted whenever a Spell you Contracted would deal Damage to a Page ...
Alpha Minnesota Iceman - Cryptid Nation: Kickstarter Edition ...,US$150.00 · ‎In stock,https://www.tcgplayer.com/product/241564/metazoo-cryptid-nation-kickstarter-edition-tribal-theme-decks-alpha-minnesota-iceman,3 listings on TCGplayer for Alpha Minnesota Iceman - MetaZoo.
Forest God's Amber - Cryptid Nation: Second Edition - MetaZoo,US$0.40 · ‎In stock,https://www.tcgplayer.com/product/257855/metazoo-cryptid-nation-second-edition-forest-gods-amber,52 listings on TCGplayer for Forest God's Amber - MetaZoo - You may Fatigue this Page at any time to generate 2 FOREST.
Sinkhole Sam - Cryptid Nation: Kickstarter Edition - MetaZoo,US$35.00 · ‎In stock,https://www.tcgplayer.com/product/241286/metazoo-cryptid-nation-kickstarter-edition-sinkhole-sam,4 listings on TCGplayer for Sinkhole Sam - MetaZoo.
Rocky - Wilderness: First Edition - MetaZoo - TCGplayer,US$0.20 · ‎In stock,https://www.tcgplayer.com/product/265564/metazoo-wilderness-first-edition-rocky?xid=pc60875c22-6a32-4456-80e9-32125f3fb453&Language=English&page=1,Ability:ARENA: This Beastie takes 10 less Damage from Combat. If this Beastie's Attacks Damage a Beastie with 3 or less Aura Cost you may automatically Destroy ...
Joe Magarac - Wilderness: First Edition - MetaZoo - TCGplayer,US$0.08 · ‎In stock,https://www.tcgplayer.com/product/265998/metazoo-wilderness-first-edition-joe-magarac,Product Details. Rarity:Silver; Number:97/165; Page Type:Beastie; Tribe:Humanoid; Spellbook Limit:2; Aura Type:Flame;Colorless; Total Aura Cost:5; LP:90 ...
Slide-Rock Bolter - Cryptid Nation: First Edition - MetaZoo,US$2.00 · ‎In stock,https://www.tcgplayer.com/product/244920/metazoo-cryptid-nation-first-edition-slide-rock-bolter,24 listings on TCGplayer for Slide-Rock Bolter - MetaZoo.
Permafrost - Nightfall: First Edition - MetaZoo - TCGplayer,US$0.25 · ‎In stock,https://www.tcgplayer.com/product/252304/metazoo-nightfall-first-edition-permafrost,106 listings on TCGplayer for Permafrost - MetaZoo - You may Fatigue this Page at any time to generate 1 Frost Aura and 1 Water Aura.
Jack-O-Lantern Bomb - Nightfall: First Edition - MetaZoo,US$0.20 · ‎In stock,https://www.tcgplayer.com/product/252225/metazoo-nightfall-first-edition-jack-o-lantern-bomb,40 listings on TCGplayer for Jack-O-Lantern Bomb - MetaZoo - Deal 75 Damage to target Page and inflict it with Burn. -OR- If you control a Beastie with ...
Roperite - Cryptid Nation: First Edition Tribal Theme Decks,US$3.92 · ‎In stock,https://www.tcgplayer.com/product/247580/metazoo-cryptid-nation-first-edition-tribal-theme-decks-roperite,7 listings on TCGplayer for Roperite - MetaZoo.
MetaZoo Cryptid Nation Card Binder - Storage Albums,US$77.95,https://www.tcgplayer.com/product/278730/storage-albums-metazoo-card-binders-metazoo-cryptid-nation-card-binder,3 listings on TCGplayer for MetaZoo Cryptid Nation Card Binder - Storage Albums - This binder is the perfect way to store your Cryptid Nation master set!
Jersey Devil - Cryptid Nation: Second Edition - MetaZoo,US$0.21 · ‎In stock,https://www.tcgplayer.com/product/257810/metazoo-cryptid-nation-second-edition-jersey-devil,Product Details. Rarity:Gold; Number:2; Page Type:Beastie; Tribe:Demon; Spellbook Limit:1; Aura Type:Dark; Total Aura Cost:4; LP:70; Traits:Fear;Flight ...
Air Rods - Nightfall: First Edition Release Event Deck - MetaZoo,US$0.25,https://www.tcgplayer.com/product/252097/metazoo-nightfall-first-edition-release-event-deck-air-rods,9 listings on TCGplayer for Air Rods - MetaZoo. ... MetazooDeals. 100%. (82 Sales). $0.28. + $0.99 Shipping. 1. 1. of 5. Add to Cart ...
Cryptid Nation: First Edition Blister Pack - TCGplayer,US$39.99 · ‎In stock,https://www.tcgplayer.com/product/242792/metazoo-cryptid-nation-first-edition-cryptid-nation-first-edition-blister-pack,6 listings on TCGplayer for Cryptid Nation: First Edition Blister Pack - MetaZoo - Each blister pack contains 1 booster pack 1 metallic coin ...
Daytime - Cryptid Nation: First Edition - MetaZoo - TCGplayer,US$0.30 · ‎In stock,https://www.tcgplayer.com/product/244818/metazoo-cryptid-nation-first-edition-daytime,17 listings on TCGplayer for Daytime - MetaZoo.
Nightfall First Edition Playmat - Alpha Investments - MetaZoo ...,US$20.00 · ‎In stock,https://www.tcgplayer.com/product/255972/playmats-metazoo-playmats-nightfall-first-edition-playmat-alpha-investments,This playmat could be found exclusively within the Alpha Investments Patreon-exclusive Bundle. Series Name:MetaZoo; Material:Fibersoft Cloth Rubber ...
Forest (Deck 5) - Cryptid Nation: First Edition Release Event ...,US$0.99 · ‎In stock,https://www.tcgplayer.com/product/244987/metazoo-cryptid-nation-first-edition-release-event-deck-forest-deck-5,5 listings on TCGplayer for Forest (Deck 5) - MetaZoo -
Snipe - Wilderness: First Edition - MetaZoo - TCGplayer,US$15.95,https://www.tcgplayer.com/product/265822/metazoo-wilderness-first-edition-snipe,Product Details. Rarity:Gold; Number:20/165; Page Type:Beastie; Tribe:Bird; Spellbook Limit:1; Aura Type:Lightning; Total Aura Cost:5; LP:60 ...
Lightning in a Bottle - Cryptid Nation: Second Edition - MetaZoo,US$0.46 · ‎In stock,https://www.tcgplayer.com/product/257893/metazoo-cryptid-nation-second-edition-lightning-in-a-bottle,30 listings on TCGplayer for Lightning in a Bottle - MetaZoo - Awaken target Beastie and this Beastie gains FIRST-STRIKE until the end of this turn.
Unending Fire Crystal - Cryptid Nation: First Edition - MetaZoo,US$4.00 · ‎In stock,https://www.tcgplayer.com/product/244898/metazoo-cryptid-nation-first-edition-unending-fire-crystal,25 listings on TCGplayer for Unending Fire Crystal - MetaZoo - You may Fatigue this Page at any time to generate 2 Fire Aura.
Broom - Cryptid Nation: First Edition - MetaZoo - TCGplayer,US$0.40 · ‎In stock,https://www.tcgplayer.com/product/244807/metazoo-cryptid-nation-first-edition-broom,15 listings on TCGplayer for Broom - MetaZoo - When Broom enters the Arena target a Beastie. The chosen Beastie has FLYING as long as Broom is in the Arena ...
Nightfall: First Edition Tribal Theme Decks - Reptoid Ruler,US$9.00 · ‎In stock,https://www.tcgplayer.com/product/252444/metazoo-nightfall-first-edition-tribal-theme-decks-reptoid-ruler,4 listings on TCGplayer for Reptoid Ruler - MetaZoo.
The Skeletons' Lanterns - Cryptid Nation: Kickstarter Edition,US$2.61,https://www.tcgplayer.com/product/241377/metazoo-cryptid-nation-kickstarter-edition-the-skeletons-lanterns,6 listings on TCGplayer for The Skeletons' Lanterns - MetaZoo - You may Fatigue The Skeletons' Lanterns whenever an opposing Caster Contracts a Dark Spell ...
Holy Gem - Cryptid Nation: Second Edition - MetaZoo,US$2.29 · ‎In stock,https://www.tcgplayer.com/product/257873/metazoo-cryptid-nation-second-edition-holy-gem,42 listings on TCGplayer for Holy Gem - MetaZoo - You may Fatigue this Page at any time to generate 2 LIGHT.
Cumberland Dragon - Wilderness: First Edition - MetaZoo,US$0.07 · ‎In stock,https://www.tcgplayer.com/product/265560/metazoo-wilderness-first-edition-cumberland-dragon?xid=pcdf7526df-7407-4412-81a2-a05c9b5297dd&Language=English&page=1,Product Details. Rarity:Gold; Number:3/165; Page Type:Beastie; Tribe:Dragon; Spellbook Limit:1; Aura Type:Forest;Colorless; Total Aura Cost:5; LP:80 ...
Snallygaster - Cryptid Nation: Kickstarter Edition - MetaZoo,US$20.00 · ‎In stock,https://www.tcgplayer.com/product/241261/metazoo-cryptid-nation-kickstarter-edition-snallygaster,4 listings on TCGplayer for Snallygaster - MetaZoo.
Snallygaster - Cryptid Nation: First Edition - MetaZoo,US$1.75 · ‎In stock,https://www.tcgplayer.com/product/244800/metazoo-cryptid-nation-first-edition-snallygaster,Product Details. Rarity:Gold; Number:7; Page Type:Beastie; Tribe:Dragon; Spellbook Limit:1; Aura Type:Colorless; Total Aura Cost:7; LP:90; Traits:Flight; ...
Metal Man of Alabama - Cryptid Nation: First Edition - MetaZoo,US$2.50 · ‎In stock,https://www.tcgplayer.com/product/244923/metazoo-cryptid-nation-first-edition-metal-man-of-alabama,Product Details. Rarity:Gold; Number:21; Page Type:Beastie; Tribe:Humanoid; Spellbook Limit:3; Aura Type:Lightning;Colorless; Total Aura Cost:3; LP:70 ...
Quetzalcoatlus - Cryptid Nation: Kickstarter Edition - MetaZoo,US$164.00 · ‎Out of stock,https://www.tcgplayer.com/product/241252/metazoo-cryptid-nation-kickstarter-edition-quetzalcoatlus,Product Details. Rarity:Gold; Number:22; Page Type:Beastie; Tribe:Bird; Spellbook Limit:4; Aura Type:Lightning; Total Aura Cost:4; LP:90 ...
Lightning Aura - Cryptid Nation: First Edition - MetaZoo,US$0.25 · ‎In stock,https://www.tcgplayer.com/product/244886/metazoo-cryptid-nation-first-edition-lightning-aura,21 listings on TCGplayer for Lightning Aura - MetaZoo.
Uncle Sam - Cryptid Nation: First Edition - MetaZoo - TCGplayer,US$29.00 · ‎In stock,https://www.tcgplayer.com/product/244899/metazoo-cryptid-nation-first-edition-uncle-sam,Product Details. Rarity:Gold; Number:8; Page Type:Beastie; Tribe:Humanoid; Spellbook Limit:1; Aura Type:Colorless; Total Aura Cost:5; LP:90; Traits:Spirit; ...
Huggin' Molly - Cryptid Nation: First Edition - MetaZoo,US$0.26 · ‎In stock,https://www.tcgplayer.com/product/244871/metazoo-cryptid-nation-first-edition-huggin-molly,29 listings on TCGplayer for Huggin' Molly - MetaZoo.
Lake Worth Monster - Cryptid Nation: First Edition - MetaZoo,US$0.52 · ‎In stock,https://www.tcgplayer.com/product/244882/metazoo-cryptid-nation-first-edition-lake-worth-monster,Product Details. Rarity:Bronze; Number:125; Page Type:Beastie; Tribe:Sasquatch; Spellbook Limit:6; Aura Type:Water;Colorless; Total Aura Cost:2; LP:50 ...
Obsidian Obelisk - Nightfall: First Edition - MetaZoo - TCGplayer,US$0.20 · ‎In stock,https://www.tcgplayer.com/product/252291/metazoo-nightfall-first-edition-obsidian-obelisk,111 listings on TCGplayer for Obsidian Obelisk - MetaZoo - You may Fatigue this Page at any time to generate 1 Dark Aura and 1 Earth Aura.
Salem's Witches - Cryptid Nation: First Edition - MetaZoo,US$0.51 · ‎In stock,https://www.tcgplayer.com/product/244948/metazoo-cryptid-nation-first-edition-salems-witches,35 listings on TCGplayer for Salem's Witches - MetaZoo. ... Meta-Data:DOB: 1692 GPS: Salem MA Weight: 56kg Length: 1.4m; Flavor Text:These poor Beasties ...
